Enrichment FDR,nGenes,Pathway Genes,Fold Enrichment,Pathway,URL,Genes,
0.029334724,23,1122,2.133101852,GO:0045321 leukocyte activation , http://amigo.geneontology.org/amigo/term/GO:0045321, IL12RB1  VSIG4  ICOS  CD28  CCR7  ITGB1  FOXP3  PRF1  SPN  PARP3  TBX21  RIF1  TCF7  DNAJB9  SYT11  IL15RA  LEF1  ERBB2  CX3CR1  BCL2L1  TNFRSF4  RUNX3  RORC,
0.197607815,10,672,2.127192982,GO:0006935 chemotaxis , http://amigo.geneontology.org/amigo/term/GO:0006935, NRCAM  PDGFRB  CCR7  KALRN  CX3CR1  LEF1  CORO1B  ERBB2  USP14  SPN,
0.067157584,17,1052,2.126153637,GO:0008284 positive regulation of cell population proliferation , http://amigo.geneontology.org/amigo/term/GO:0008284, IL12RB1  ERBB2  CD28  PDGFRB  LEF1  FLT4  FOXP3  ITGB1  SSBP3  CX3CR1  BCL2L1  CD248  ADGRG1  LDLRAP1  LTBP3  TGFBR3  TNFRSF4,
0.199882941,10,676,2.115472911,GO:0042330 taxis , http://amigo.geneontology.org/amigo/term/GO:0042330, NRCAM  PDGFRB  CCR7  KALRN  CX3CR1  LEF1  CORO1B  ERBB2  USP14  SPN,
0.045366295,20,1001,2.106767261,GO:0030097 hemopoiesis , http://amigo.geneontology.org/amigo/term/GO:0030097, RUNX3  FLT4  ITGB1  FOXP3  LEF1  CD28  SPN  TBX21  TCF7  CCR7  DNAJB9  IL15RA  ERBB2  SSBP3  ZNF385A  EPB42  FAXDC2  TGFBR3  IL12RB1  RORC,
0.174462284,11,659,2.106504572,GO:0071396 cellular response to lipid , http://amigo.geneontology.org/amigo/term/GO:0071396, PCK2  NRIP1  RORC  ADAM15  MAP2K7  ATP1A3  SERPINF1  CX3CR1  VIM  LTK,
0.147303747,13,645,2.097251401,GO:0002250 adaptive immune response , http://amigo.geneontology.org/amigo/term/GO:0002250, FOXP3  IL12RB1  SPN  PARP3  TBX21  RIF1  LEF1  CX3CR1  CD28  PRF1  OTUD7B  RORC  SCART1,
0.029334724,24,1483,2.089569161,GO:2000026 regulation of multicellular organismal development , http://amigo.geneontology.org/amigo/term/GO:2000026, ISM1  SERPINF1  CLSTN1  LEF1  FOXP3  TBX21  IL15RA  ERBB2  ITGB1  KALRN  PI16  LTBP3  CX3CR1  LRRN3  CD28  E2F2  PLAAT4  ADAM12  FAXDC2  RUNX3  TGFBR3  TCF7  IL12RB1,
0.149251283,13,772,2.084116214,GO:0008285 negative regulation of cell population proliferation , http://amigo.geneontology.org/amigo/term/GO:0008285, VSIG4  FOXP3  IGFBP3  ADGRG1  SERPINF1  PLAAT4  GDF11  ERBB2  RUNX3  TGFBR3  SPN  DLG3  SPEG,
0.025374613,26,1729,2.077610128,GO:0007155 cell adhesion , http://amigo.geneontology.org/amigo/term/GO:0007155, DLG3  NRCAM  ITGA6  IL12RB1  PODXL2  ITGB7  ITGB1  VSIG4  FBLN2  ICOS  CD28  CCR7  FOXP3  LEF1  ERBB2  CX3CR1  ADGRG1  TBX21  CNTNAP1  ADAM15  ADAM12  EDA  CLSTN1  RUNX3  SPN  ARHGDIA,
0.188220399,11,616,2.070363562,GO:0022407 regulation of cell-cell adhesion , http://amigo.geneontology.org/amigo/term/GO:0022407, IL12RB1  VSIG4  ICOS  CD28  FOXP3  LEF1  TBX21  CCR7  ERBB2  RUNX3  SPN,
0.087590322,17,1150,2.042970788,GO:0072359 circulatory system development , http://amigo.geneontology.org/amigo/term/GO:0072359, ISM1  PDGFRB  SERPINF1  TGFBR3  ADGRG1  MATR3  FLT4  LEF1  ERBB2  ADAM15  ITGB1  PI16  CX3CR1  NRCAM  E2F2  ADAM12,
0.041045288,24,1280,1.969017094,GO:0001775 cell activation , http://amigo.geneontology.org/amigo/term/GO:0001775, IL12RB1  VSIG4  ICOS  CD28  CCR7  ITGB1  FOXP3  PRF1  SPN  PARP3  TBX21  RIF1  TCF7  PDGFRB  DNAJB9  SYT11  IL15RA  LEF1  ERBB2  CX3CR1  BCL2L1  TNFRSF4  RUNX3  RORC,
0.127833817,16,930,1.969017094,GO:0001816 cytokine production , http://amigo.geneontology.org/amigo/term/GO:0001816, VSIG4  FOXP3  IL12RB1  LEF1  CD28  SPN  SCAMP5  ADGRG1  OTUD7B  TBX21  CCR7  SYT11  CX3CR1  TMED10  FLT4  LTBP3,
0.041464576,25,1700,1.929438861,GO:0045595 regulation of cell differentiation , http://amigo.geneontology.org/amigo/term/GO:0045595, RUNX3  LTK  NREP  LEF1  FOXP3  SERPINF1  IGFBP3  TBX21  IL15RA  GDF11  ERBB2  ITGB1  KALRN  ZNF385A  PI16  LTBP3  CX3CR1  CD28  NAP1L2  PLAAT4  FAXDC2  TCF7  IL12RB1  RORC  NRCAM,
0.009213715,41,2680,1.926841085,GO:0050793 regulation of developmental process , http://amigo.geneontology.org/amigo/term/GO:0050793, RUNX3  LTK  ISM1  SERPINF1  NREP  CLSTN1  LEF1  FOXP3  IGFBP3  CORO1B  FLT4  PARP3  TBX21  RIF1  IL15RA  WDR36  GDF11  ERBB2  ITGB1  SSBP3  KALRN  ZNF385A  PI16  EPB42  LTBP3  CX3CR1  BCL2L1  LRRN3  CD28  NAP1L2  E2F2  PLAAT4  ADAM12  SFMBT1  FAXDC2  TGFBR3  TCF7  IL12RB1  RORC  NRCAM,
0.160863035,15,927,1.919791667,GO:0030155 regulation of cell adhesion , http://amigo.geneontology.org/amigo/term/GO:0030155, IL12RB1  VSIG4  FBLN2  ICOS  CD28  CCR7  FOXP3  LEF1  ERBB2  ADGRG1  TBX21  ADAM15  RUNX3  SPN  ARHGDIA,
0.039998922,27,1835,1.879759746,GO:0042127 regulation of cell population proliferation , http://amigo.geneontology.org/amigo/term/GO:0042127, LTK  IL12RB1  ERBB2  VSIG4  CD28  FOXP3  PDGFRB  LEF1  IGFBP3  ADGRG1  FLT4  SERPINF1  PLAAT4  GDF11  ITGB1  SSBP3  CX3CR1  BCL2L1  CD248  LDLRAP1  LTBP3  RUNX3  TGFBR3  TNFRSF4  SPN  DLG3  SPEG,
0.189457406,14,980,1.863229347,GO:0033993 response to lipid , http://amigo.geneontology.org/amigo/term/GO:0033993, PCK2  NRIP1  RORC  ADAM15  FOXP3  MAP2K7  ATP1A3  PDGFRB  CCR7  SERPINF1  CX3CR1  VIM  LTK,
0.107379929,21,2507,1.82011851,GO:0003008 system process , http://amigo.geneontology.org/amigo/term/GO:0003008, CACNA1I  RAB11FIP5  FLT4  NRCAM  RGS9  CNTNAP1  SERPINF1  SYT11  LEF1  SLC4A10  ITGB1  KALRN  PDE9A  ZNF385A  PI16  CX3CR1  MYO6  DRAM2  ABLIM1  RENBP  ATP1A3,
0.194122996,15,1123,1.808281005,GO:0007417 central nervous system development , http://amigo.geneontology.org/amigo/term/GO:0007417, NRCAM  VIM  FOXP3  ATP1A3  GDF11  LEF1  ERBB2  SLC4A10  ITGB1  SSBP3  KALRN  CX3CR1  ADGRG1  CNTNAP1  SH3GL1,
0.009213715,50,3774,1.794197819,GO:0048513 animal organ development , http://amigo.geneontology.org/amigo/term/GO:0048513, RUNX3  FLT4  TGFBR3  NRCAM  PCK2  EDA  MYO6  ITGB1  FOXP3  LEF1  CD28  SPN  MATR3  VIM  TBX21  TCF7  ATP1A3  CNTNAP1  PDGFRB  CCR7  DNAJB9  SERPINF1  IL15RA  GDF11  ERBB2  ADAM15  SLC4A10  SSBP3  KALRN  ZNF385A  TASOR  PI16  EPB42  LTBP3  CX3CR1  FEM1B  BCL2L1  CD248  TBL1XR1  NRIP1  ADGRG1  ITGA6  PLAAT4  SFMBT1  FAXDC2  IL12RB1  RORC  SPEG  ABLIM1,
0.092659557,24,1687,1.767018217,GO:0051240 positive regulation of multicellular organismal process , http://amigo.geneontology.org/amigo/term/GO:0051240, CLSTN1  FOXP3  IL12RB1  SERPINF1  LEF1  CD28  SPN  SCAMP5  TBX21  RIF1  CCR7  IL15RA  ITGB1  KALRN  PDE9A  CX3CR1  TMED10  LRRN3  FLT4  PLAAT4  ADAM12  LDLRAP1  RUNX3  TGFBR3,
0.161118329,19,1522,1.739024632,GO:0048699 generation of neurons , http://amigo.geneontology.org/amigo/term/GO:0048699, RUNX3  LTK  NRCAM  NREP  ERBB2  KALRN  MYO6  VIM  CNTNAP1  SERPINF1  WDR36  GDF11  LEF1  SLC4A10  ITGB1  CX3CR1  NAP1L2  ADGRG1  ITGA6,
0.031338605,36,2867,1.737586424,GO:0009653 anatomical structure morphogenesis , http://amigo.geneontology.org/amigo/term/GO:0009653, NRCAM  ISM1  PDGFRB  SERPINF1  KALRN  MYO6  ITGB1  TGFBR3  CORO1B  ADGRG1  MATR3  FLT4  DLG3  CNTNAP1  WDR36  GDF11  LEF1  ERBB2  ADAM15  SLC4A10  SSBP3  EDA  ZNF385A  TASOR  EPB42  LTBP3  CX3CR1  FEM1B  BCL2L1  CD248  E2F2  ITGA6  ITGB7  ADAM12  ABLIM1,
0.184149312,18,1110,1.72135741,GO:0010629 negative regulation of gene expression , http://amigo.geneontology.org/amigo/term/GO:0010629, MRTO4  VSIG4  TASOR  ATF7IP2  ZC3H12D  FOXP3  CIRBP  LEF1  OTUD7B  PARP3  TBX21  RIF1  CCR7  SERPINF1  SYT11  CX3CR1  VIM  CD28,
0.009213715,60,4617,1.717294074,GO:0048731 system development , http://amigo.geneontology.org/amigo/term/GO:0048731, RUNX3  FLT4  LTK  NRCAM  PCK2  ISM1  PDGFRB  SERPINF1  NREP  ERBB2  MARVELD1  KALRN  ICOS  CLSTN1  MYO6  LEF1  ITGB1  FOXP3  TGFBR3  CD28  SPN  ADGRG1  MATR3  VIM  PARP3  TBX21  RIF1  TCF7  ATP1A3  CNTNAP1  CCR7  DNAJB9  IL15RA  WDR36  GDF11  ADAM15  SLC4A10  SSBP3  EDA  ZNF385A  PI16  TMEM41B  EPB42  LTBP3  CX3CR1  FEM1B  BCL2L1  LRRN3  CD248  NRIP1  NAP1L2  E2F2  ADAM12  FAXDC2  ITGA6  IL12RB1  RORC  SH3GL1,
0.123927874,24,2086,1.701754386,GO:0009888 tissue development , http://amigo.geneontology.org/amigo/term/GO:0009888, RUNX3  TGFBR3  PCK2  MYO6  ITGB1  VIM  FOXP3  DLG3  CNTNAP1  PDGFRB  GDF11  LEF1  ADAM15  SSBP3  EDA  TASOR  PI16  LTBP3  FEM1B  TBL1XR1  ITGA6  PLAAT4  RORC,
0.036794267,39,3024,1.658291805,GO:0051239 regulation of multicellular organismal process , http://amigo.geneontology.org/amigo/term/GO:0051239, ISM1  SERPINF1  VSIG4  CLSTN1  LEF1  FOXP3  IL12RB1  RAB11FIP5  CD28  SPN  SCAMP5  OTUD7B  FLT4  PARP3  TBX21  RIF1  CCR7  SYT11  IL15RA  ERBB2  ITGB1  KALRN  PDE9A  PI16  LTBP3  CX3CR1  TMED10  LRRN3  E2F2  PLAAT4  ADAM12  LDLRAP1  SFMBT1  FAXDC2  RUNX3  TGFBR3  TCF7  ATP1A3,
0.01006403,56,4576,1.657161207,GO:0048869 cellular developmental process , http://amigo.geneontology.org/amigo/term/GO:0048869, RUNX3  FLT4  LTK  TGFBR3  SPEG  TBX21  NRCAM  PCK2  NREP  ERBB2  KALRN  MYO6  ERFL  LEF1  ITGB1  FOXP3  SERPINF1  IGFBP3  CORO1B  CD28  SPN  VIM  TCF7  CNTNAP1  FBXO9  CCR7  DNAJB9  IL15RA  WDR36  GDF11  ADAM15  SLC4A10  SSBP3  EDA  ZNF385A  SFMBT1  TASOR  PI16  EPB42  LTBP3  CX3CR1  FEM1B  LRRC8C  BCL2L1  TBL1XR1  NAP1L2  ADGRG1  ITGA6  PLAAT4  ITGB7  FAXDC2  IL12RB1  PDGFRB  RORC  ADAM12,
0.012211442,55,4552,1.641485296,GO:0030154 cell differentiation , http://amigo.geneontology.org/amigo/term/GO:0030154, RUNX3  FLT4  LTK  TGFBR3  SPEG  TBX21  NRCAM  PCK2  NREP  ERBB2  KALRN  MYO6  ERFL  LEF1  ITGB1  FOXP3  SERPINF1  IGFBP3  CD28  SPN  VIM  TCF7  CNTNAP1  FBXO9  CCR7  DNAJB9  IL15RA  WDR36  GDF11  ADAM15  SLC4A10  SSBP3  EDA  ZNF385A  SFMBT1  TASOR  PI16  EPB42  LTBP3  CX3CR1  FEM1B  LRRC8C  BCL2L1  TBL1XR1  NAP1L2  ADGRG1  ITGA6  PLAAT4  ITGB7  FAXDC2  IL12RB1  PDGFRB  RORC  ADAM12,
0.053375573,38,2990,1.603342491,GO:0007166 cell surface receptor signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0007166, FLT4  LTK  TGFBR3  TCF7  ITGA6  IL12RB1  PDGFRB  IL15RA  NREP  GDF11  LEF1  ITGB7  ERBB2  ADAM15  IGFBP3  ITGB1  BCL2L1  CD28  FCRL6  TRABD2A  SPN  TSPAN15  VIM  FOXP3  CCR7  ARHGDIA  ADAM12  EDA  LTBP3  CX3CR1  TNFRSF4  ADGRG1  TSPAN5  FEM1B  TBL1XR1  MAP2K7  BAG1  KALRN,
0.168316007,24,1777,1.601216334,GO:0048585 negative regulation of response to stimulus , http://amigo.geneontology.org/amigo/term/GO:0048585, VSIG4  OTUD7A  BCL2L1  TRABD2A  OTUD7B  SEH1L  FOXP3  RIF1  TSPAN15  RADX  PARP3  TGFBR3  TBX21  RGS9  SERPINF1  SYT11  ITGB1  CX3CR1  ITGA6  USP14  ZNF385A  CORO1B  DNAJB9  IGFBP3,
0.149749517,27,2143,1.58757657,GO:0008283 cell population proliferation , http://amigo.geneontology.org/amigo/term/GO:0008283, LTK  IL12RB1  ERBB2  VSIG4  CD28  FOXP3  PDGFRB  LEF1  IGFBP3  ADGRG1  FLT4  SERPINF1  PLAAT4  GDF11  ITGB1  SSBP3  CX3CR1  BCL2L1  CD248  TNFRSF4  LDLRAP1  LTBP3  RUNX3  TGFBR3  SPN  DLG3  SPEG,
0.153065727,27,2254,1.582729008,GO:0006928 movement of cell or subcellular component , http://amigo.geneontology.org/amigo/term/GO:0006928, TGFBR3  TBX21  NRCAM  ITGA6  PDGFRB  PODXL2  CCR7  KIF21A  ITGB7  ITGB1  KALRN  CX3CR1  CORO1B  CD248  MYO6  KIFC1  LEF1  IGFBP3  ADGRG1  FLT4  CACNA1I  SERPINF1  ERBB2  SPN  ADAM15,
0.199156074,25,2239,1.533379925,GO:0048468 cell development , http://amigo.geneontology.org/amigo/term/GO:0048468, NRCAM  NREP  KALRN  LEF1  SERPINF1  VIM  FOXP3  CNTNAP1  WDR36  GDF11  ERBB2  SLC4A10  ITGB1  ZNF385A  PI16  EPB42  CX3CR1  FEM1B  BCL2L1  LTK  ITGB7  TGFBR3  ITGA6  PDGFRB  RUNX3,
0.076291632,42,3183,1.506422233,GO:0002376 immune system process , http://amigo.geneontology.org/amigo/term/GO:0002376, RUNX3  FLT4  TBX21  ITGA6  IL12RB1  PODXL2  CCR7  ADAM15  VSIG4  ICOS  CX3CR1  CD28  SPN  ITGB1  MATR3  FOXP3  LEF1  PRF1  VIM  PARP3  RIF1  TCF7  USP14  FBXO9  DNAJB9  SYT11  IL15RA  ITGB7  ERBB2  SSBP3  EDA  ZNF385A  EPB42  BCL2L1  CD248  TNFRSF4  SCART1  OTUD7B  TGFBR3  FAXDC2  RORC  MAP2K7,
0.168239597,32,2609,1.480321285,GO:0071310 cellular response to organic substance , http://amigo.geneontology.org/amigo/term/GO:0071310, TGFBR3  IL12RB1  PCK2  IL15RA  NREP  NRIP1  FLT4  TCF7  PDGFRB  CCR7  LEF1  ERBB2  RORC  ADAM15  VIM  TBX21  MAP2K7  RIF1  ATP1A3  SERPINF1  LTBP3  CX3CR1  BCL2L1  TNFRSF4  LTK  LDLRAP1  EDA  CORO1B  UBE2G2  DNAJB9  RAB11FIP5,
